tweet	sarcasm	sentiment
النظام المجرم من خرج لعنده من مناطق حلب الشرقية  الان يلقى عليه القبض من افرعته الامنية والحبل على الجرار	0	0
تبقى بجد في كوكب القرود إذا إفتكرت إن شعبيتك تزيد بممارسة التسويف والقمع والتدليس والنفاق لتبجيل وتبرير ديكتاتورية فجَّة	1	0
أحلى تحدي شفته لـ #MannequinChallenge  https://t.co/F9mS3192n2	0	1
ويعمل برنامج سيسي شوووو 😂😂😂 https://t.co/gQE5pBtahb	1	0
#فودافون العباطه بين ايديك	1	0
من اغني دولة في افريقيا الي دولة فاشلة بعد دخول الناتو وايجيك واحد متحزلق مداير روحه مثقف اوقلك معمر جهلنا احا مل… https://t.co/UDFykwpIQX	0	0
RT @Arabi21News: البايس: مباراة كرة قدم في #عاشوراء تثير غضب محافظين #إيرانرابط الموقع الجديد:https://t.co/qYdtN4c87nhttps://t.co/lwqnun…	0	0
"قوات الأمن المصرية تقوم بضبط ""لاب توب"" يحوي أغاني مسيئة لـ""السيسي"" هذه ليست نكتةهذه حادثة حقيقية في مصر بعد …"	1	0
أوبر انضربت يا جدعان...على هذا الشركة أن تعيد حساباتها وفحص سائقيها فورا...#Ubar#اوبر https://t.co/YdnUfS4mAw	0	0
لازلت في محاربة جستن بيبر واي اغنيه تعجبني اشوف سومو اذا منزلها بصوته💓	0	1
RT @flakeo: عطوها وسام بوكيمون https://t.co/QifSENlzLB	1	0
فضلوا يبرروا بمعايير بيئية صارمة لاستخدام الفحم في مصانع الاسمنت وفي الآخر سمحوا باستخدام الفحم بدون موافقة البيئة #أوقفوا_الفحم	0	0
الذين يتسابقون لتلبيس مرشد الاخوان الحذاء عليهم ان يدركوا انهم يهدرون كرامتهم قبل ان يتحدثوا عن الثورة ما يفعله الشاطر بكم لن يفعله بنا	0	0
هل تنقرض #مهنة_الصيد_في_غزة بسبب تضييق #الاحتلال؟ #إسرائيلhttps://t.co/tZwd075pIM https://t.co/K29KBBBrMa	0	0
RT @almuharrmi: هيلاري كلنتون في تسريب لويكيليكس: السعودية صدرت أشد الإيديولوجيات تطرفا في العالم.. يبدو أن معاداة السعودية ستستمر طويلا في…	0	0
@AhmadRasoul العراق مجرد ميليشيات و عصابچية مو دولةفعلى اي اساس تحترما باقي الدول، يمكن يستخطونا اي بس يحترمو لا	1	0
RT @mustafakamilm: يتفنون في الكفر..وصول النبي نوح (حاشاه) إلى #كربلاء للتعزية بمصاب #الحسين بمناسبة #عاشوراء#العراق #الحشد_الشعبي #الس…	0	0
باااااااااااااااااطل ياولاد التيت :/ من مسيرة #المطرية #أنا_حازم #مرسي_رئيسي #ياخاين_ياسيسي #حتماً_سنعود	0	0
#ﺣﻤﺪﻳﻦ_ﻋﺎﻭﺯ_ﻳﺤﺎﻛﻢ_ﺍﺳﺪ_ﺍﻟﻌﺮﺏ برضو #سأنتخب_السيسى_و_مش_هنزل_لمستواك	0	0
الرياضة اليوم ذُعر في برشلونة بعد أنباء إصابة “سواريز” https://t.co/RwMEaO7KGD https://t.co/pImPvLPpOJ	0	0
العبيد فى اعلام العار لم ينطق بعد تصريح ايهاب رمزى ان الاقباط سيقاطعون انتخابات البرلمان ويصوتون لا للدستور اذا	1	0
شيء يشرح النفس، البُعد النظري للأمر أننا نكسر الصورة النمطية حول بعض الأقاويل بأن المجتمع يهتم للأكل أكثر من الثقافة #معرض_جدة_الدولي_للكتاب	0	1
أنا مثلى الأعلى #منخرع#عادل_إمام#فيلم_الإنسان_يعيش_مرة_واحدة 😂😂😂😂😂😂😂😂😂😂😂	0	1
إستمرار تخاذل المجتمع الدولي بعدم رفع الحظر الجوي عن مطار #صنعاء ، يضاعف من إعداد الوفيات لجرحى #مجزرة_القاعة_الكبرى#الحظر_الجوي_جريمة_حرب	0	0
معقوله شما تشبهه هاري بوتر 😂😂😂😂😂😂😂😂 https://t.co/DyehqPY4kf	1	0
#نادين_نسيب_نجيم بتستاهلي لانك فعلاافضل ممثلة لامانة انا بحبك وبحب ثمتيلك ❤ @nadinenjeim https://t.co/r7V9vETcOa	0	1
حتی بالانمي نشيت لنا هاللعبة 😂💔#جيمرز #بوكيمون_قو #جيمر https://t.co/MDY8IBbnHM	0	0
RT @yase10_elmasre1: #الاخوان_احفاد_مسيلمة ما زالوا يكذبون  خبر شركة #ارامكو من قبل موضوع التصويت يا كاذبون لن تستطيعوا زرع الفتن يا  #صخلا…	1	0
نفسي فيه و تفوو عليه ! #فيفي_عبده =))	1	0
عشرات الجنود الشهداء لم يجدوا وقت لدىمطران #بيروت ليقدس ذكراهماعلام #لبنان ليذكرهم بالاسماء#جبران_تويني  يستحق؟عبيد #المال و #السياسة	0	0
من النهارده هتبتدي كل الوساخات اللي كان نظام مبارك بيرددها عن هيكل تتردد على ألسنة الإخوان وأنصارهم للإنتقام من كلامه عن فشل مرسي وجماعته	1	0
حلمت اني اخت جستن بيبر والبنات يجتمعون عليه واصوره بسنابي😭😭😂	0	1
ﻛﻞ عام و انتم بخير تعرفوا علي مظاهر فرحه عيد الفطر المبارك من خلال البوم صور ﻟﻴﻮﻡ العيد من جميع انحاء العالم	0	1
واحد من عاهات برقه خانب من قوت الليبين 10 مليون يورو قال فليذهب الدولار الى الجحيم و الخلود للشهداء.#ليبيا #بنغازي #برقه	0	0
ماذا تفعل يا #فيدرر :Oحرام حرام و الله حرام :Pنقطة من النقاط التي يعجز اللسان عن وصفها <3 كوكب التنس نفتقدك :'( https://t.co/dPMsdX4s69	0	0
الدولة تلتزم بتيسير سبل التراحم والتضامن والتكافل حسن لو خاصم ليلي الدولة لازم تصالحهم علي بعض	0	1
نجمتي نانسي  وب أبتسامتك َ تَبتدِاءُ مَراسِمُ أَعيادِي❤#Christmas 🎄🎉🎄🎉❤@NancyAjram️ https://t.co/ItoTsBiSZ8	0	1
#Assad#Syria_Army#سوريا#لبنان#العراق#ايران#حزب_الله#زباله#الجيش_السوري العربي البعثي المقاوم العفلقي الممان… https://t.co/LvZP4oxCCl	0	1
ما يحدث الان في القدس عاااار علي المسلمين لكي الله يا قدس#القدس	0	0
متي تتيقن جميع الفصائل السوريةان المجتمع الدولي الصليبي وبعض الدول العربيةضدهم وضد ثورتهم وان ينطلقوا من هذا المبدأ لتحرير ارضهم ونبذ الفرقة	0	0
RT @emirates4you_ae: https://t.co/FSBTaYg5EXرئيس الفلبين يشتم باراك أوباما#الإمارات_بعيون_عربية https://t.co/mXakKuXgI8	1	0
@Elghannamm2 @hala_abdelwahab دة رئيس واجهة فقط #عمرو_اديب	1	0
يآجعل دربكَ تسآهيل والفُوز فآلك #النصر_الشباب #نصراوي_لاتكلمني	0	1
إلي المجلس العسكري ووزارة الداخلية : أوقفوا القتل وسفك الدماء فورا الدم المصري خط أحمر	0	0
كسم ابديت ويندوز 10 على سكشن 9	1	0
لصالح من يُلغى مشروع ( محور قناة السويس ) الذي كان من المقرر أن يرفد الخزينة المصرية بمائة مليار دولار سنويا ؟ الجواب…	0	0
من فضل الإسلام أنه كرم المرأة, وأكد إنسانيتها وأهليتها للتكليف والمسئولية والجزاء ودخول الجنة #	0	1
في #مثل_هذا_اليوم من عامين...الفنان رامي عياش: سعيد للتعاون مع الأمم المتحدة التي تفعل الكثير لكل العالم… https://t.co/CVT9tBrTua	0	1
وتصبحون ع حب وسلام 🕊💗 @nadinenjeim #نادين_نسيب_نجيم #في_بيتنا_ضيف#nadinenassibnjeim #nnn #star #actress https://t.co/DV6imKyuHh	0	1
#اصعب احساس # #لما يوحشك حد# #مات# #سو#	0	0
RT @ama4425: الشيخ عبدالعزيز الطريفي :عبدالفتاح السيسي ظالم مجرم مستبدانقلابه لم يكن سياسياً بين طرفينبل هي حربٌ على الإسلامhttps://t.c…	1	0
ولا لقين كراش ولا بوكيمون سعتك الاكل ممنوع ❎#الاكل_ولا_الكراش	1	0
ما ان تكتب حملة تمرد حتى تنهمر عليك شتائم الاخوان أعصابهم متعبة من تدفق التوقيعات لسحب الثقة من مرسي سوف تهزمكم الثورة التى خنتموها	1	0
يقولون والعهدة على الراوي أن استير بولونسكي لما سمعت بترشيح البلتاجي لرئاسة المخابرات نُقلت إلى المستشفى لإصابتها بشرخ في الحلق من فرط الشخر	1	0
عبر الناس داخل الكاتدرائية عن مشاعرهم بحرقة بعد قتل ابناءهم و بسبب التغطية الأعلامية الرسمية المخزية	0	0
بلطجة الإخوان والإعتداء على الإعلاميين بمحيط اكاديمية الشرطة #السادة_المحترمون	1	0
@Erzakuun @_itsYon خفي علينا يا بوكيمون قو	0	0
RT @FraihAlanzi: يا…أبا سعودليس نحن فقط مَن يبكيك في يوم وداعك الثقيل…يا…أبا سعودأهل #سوريا الذين خبروا مواقفكحزنهم أثقل وأمر…#فلاح_ا…	1	0
يا صاحب السمو إذا تحول #النائب_العام إلى خائن عام وأمن الدولة لمصنع للكذب فلا نتكلم عن دولة مؤسسات بل شلة عصابات والمستندات موجودة سموك	0	0
نعم ستظل #بنغازي قلب #ليبيا النابض شاء من شاء	0	1
يحق لك يالمولد تشوف ميسي بنص عين 😂 https://t.co/twDzpuZHQ3	1	0
@Hazem__Azim !!!!!!!!!! والله موقف سيسي مشرف متخليش كرهك لسيسيي يعمي عنك حقيقة مصر اخدت موقف سيادي ماذا دخل سعودية ؟ كل بلد حر في قراره	1	0
ضميري الدراسي مسوي #MannequinChallenge  من امس 🙂	0	0
البطل لا يُهزَم عندما يخسر، بل يُهزَم عندما ييأس ويُغادر لا تترك حلمك	0	1
RT @watan_usa: فيصل القاسم: بشار الأسد مستعد لبيع أمه كما باع الكيماوي كي يرضي الأمريكان https://t.co/eReudmEqG0 https://t.co/MNXmINJmwe	1	0
#ليبيا  #الرائد_اقتصاد ##ليبيا الواحة للنفط: إنتاجنا تجاوز أكثر من 75 ألف برميل يوميا … https://t.co/wOQC1ONGNr	0	1
@Bader_hilal @rslfi مسرحية سيد قطب نفس مسرحية صدام الإعلام الغربي بأشكاله يريد تثبيت صورة متلبسين الإسلام بصورة المخلص فلا تكن فريسة للغرب	0	0
الاعتداء على الثوار غير مقبول ويعبر عن سياسات تنتمى للعهد البائد نطلب محاسبة المسئولين عن جريمة أمس وسرعة الاستجابة لمطالب الثورة	0	0
كفاية سياسة بقي	0	0
#عيونها بتحكي #مأساة_شعب اجتمعت عليه قوى #الشر حينما طالب بالحرية.#فيتو #روسيا #الصين #سوريا #قاطعوا_روسيا_والصين… https://t.co/v8cvMP3brH	0	0
اقتراب اليمين المتطرف في الغرب من السلطة ربما يكون أحد أسبابه ردود  انفعالية سابقة مبالغ فيها لأحداث عابرة حدثت لها… https://t.co/UBJlc7hBKI	0	0
نوال ازايطب احلفي برحمة الزغبي انك نوال https://t.co/gE4zWBhwCE	0	0
@MemedAbdalla @Abdulkhaleq_UAE هل الإرهاب  أمريكا  وروسيا  وإيران  حلال	0	0
@RaedAitch شفيك خربان؟ صورة وحدة مفصخه مشيتها كيعوت مشيتها اما جستن بيبر لا لا😂😂	1	0
يارب قرّ عيني بكُل دعوه فاض بها قلبي 💙	0	1
قسم جبران تويني نقسم بالله العظيم، مسلمين ومسيحيين، ان نبقى موحدين، الى ابد الابدين، دفاعاً عن لبنانواليوم مصر و س… https://t.co/stLLCNZjdA	0	1
ڤالنتينو كيوت وناعم. الباقيين ما أخسر فيهم ريال قديم 😳تحديداً غوتشي ! ماهذا يا بيونسيه ؟ https://t.co/szjADT1gmR	0	0
زواج المطرب المشهور ريكي مارتنبرجل سوريهههههعفن الفنواهله https://t.co/1W5OHBI61L	1	0
RT @naji1290: #صنعاء لا تنزف #صنعاء تتبرع بالدم لأستعادة كرامة شعبها شاركونا #مجزرة_داعش_سعود_الكبرى https://t.co/5b0vTsD9TG	1	0
رسالة لكل أم من أمهات شباب وبنات صناع الحياة كل عام وأنتم بخير وشكراً لكم على تربيتكم لهؤلاء الشباب والبنات فهم	0	1
لماذا فشلت الجامعة العربية؟https://t.co/vAcdaoRzve https://t.co/U2l7k8pvgK	0	0
RT @nadia_almobark: مشاهير اليوناو هم ثالث أكبر وباء حصل في تاريخ الاسلام بعد داعش والأحزاب المذهبيّة المسلحة https://t.co/ywRSeVdk1i	1	0
المرأه شريك أساسي في مشروعنا للوطن يكفي ما تعرضت له من تمييز وإقصاء بسبب موروثات إجتماعية سيئة وفهم خاطئ للإسلام	0	1
RT @Moaaz_Aboshama: @A7medS69 بس كنت بهزر مع جوجل 😂😂	1	0
كيزاد أفضل منصة لتأسيس الأعمال في المنطقة  #الإمارات #بالعربي	0	1
جسدكِ : غيمةٌ ،جسدكِ : مطرٌ من الضوء ،جسدكِ : غابةٌ في قصيدة سحر ،جسدكِ : عطرٌ حيٌّ ،جسدكِ : صلاةٌ ،جسدكِ : موسيقى !#أحمد_الشيخ_علي	0	1
@binkfit هذه صورة لحلب الغربية بسبب احتلال حلب الشرقية من نظام الأسدخرجوا يحتفلوا بقتلنا	0	0
RT @HamidHadeed: أردوغان استخدم الفيس تايم وليس السكايب.. ثم لماذا لست ندا له؟؟؟ هذا اعتراف منك باستعلائه وإهانته لك، خير لك لو تحذفها كما…	0	0
عندما يسيل الحِبر دماً.... فالكتابة أصبحت بدعة في شرقنا، ويا للأسف.في ذكرى جبران تويني.	0	0
#ميدان | أرأيت تلك العيون الباكيةيبكون على مغادرتهم حلب ولسان حالهم وإنا على فراقك يا #حلب لمحزونون#عائدون… https://t.co/ZrpSw5T3qE	0	0
RT @s__alfarraj: ويقولون ليش نحب ونحترم أردوغانعندما تتحالف بعض الدول للإساءة للسعودية انظر مع من يقف أردوغان https://t.co/4h4zZgmhr6	0	1
عادة لا اعلن عن مواقفي السياسيةلكن كله الا الدستور في كلمة واحدة:مهزلةو لو وصلنا لمهزلة الاستفتاء حقول لا	1	0
الاصلاحيون فرحو ع سحل القذافي وشجعو الناتو والطائرات الاماراتيه والقطريه وهي تقصف قواته والان مايدرون عن الشعب الليبي اللي يعاني من داعش	0	0
خطاب مرسي بميدان التحرير كان موفقا وقسمه الرمزي ضروريا وتأكيده على أن الشعب مصدر السلطات وعلى الدولة المدنية الديمقراطية وحقوق المواطنة جيدا	0	1
من المعتقدان الكثيرمن #حكام_العرب لايتمنون عدم فوز #ترامب ليس لأن #هيلاري_كلنتون أفضل،وإنماهي يمكن تبتزهم وتمالئهم،لكن ترامب سيبتزهم ويفضحهم	0	0
كوز درة مشوي مكمورة في الغيط وعبد الحليم بيغني جانا الهوى #	0	1
الاخوان لا يحرقوا كنائس يا مروج الكذب	0	0
أوباما يدرس فرض عقوبات جديدة على سوريا: يدرس الرئيس الأميركي باراك أوباما عقوبات جديدة على سوريا يمكن أن تكون... https://t.co/dhgijPORJP	0	0
RT @nagwacnbc: اصبح واضح جدا انه تم ترشيح دونالد ترامب لانتخابات الرياسة الامريكية حتى تربح هيلاريهي ديه الديمقراطية: ما تتعبش الناخب وأعط…	0	0
اوعي تفكر تفكيرك خط احمر #كاريوكى	0	0
#فيتو :: #شاهد#الحلفاوي يحرج #عمرو_أديب بسبب ضربة جزاء الأهلي!شاهد من هنا:https://t.co/KrsX2774nS https://t.co/6dEe2UgetV	0	0
خبير اقتصادي..بدأ التعامل باليوان الصيني سينقذ مصر https://t.co/e9N5QxNqlr #اقتصاد #الصين	0	1
النمسا.. اليمين المتطرف يقر بهزيمته#الأردن_اليوم #الاردن #johttps://t.co/8qjIdQthob https://t.co/RLxdeG42aE	0	0
@wweddii اييي و توني اجيك امازون عندهم شغلات بعد 😍😍 ثانك يوو 😘	0	1
اسألوا #البرادعي عما فعله في #العراق #البرادعى_طلع_جاسوس #باسم_طلع_حرامي #تخابر	1	0
RT @aelmaadidi: كلام فارغ سمعناه الف مرة وخطوط اردوغان الحمراء اصبحت كقوس قزح يتغير لونها حسب اوامر امريكا وما احداث سوريا عليكم ببعيد. htt…	1	0
فخامة الرئيس العماد ميشال عون في رسالة الاستقلال:- للعيد نكهة خاصة هذا العام بعد ان اثمر نضالنا واثمرت دماء شهدائنا https://t.co/k8VDDBF0YF	0	1
راجعت الردود فوجدت المتزمتين دينيا هم الاكثر استعدادا للتطاول بالبذاءات انهم يخافون من النقاش حتى لا تهتز محفوظاتهم التى لم يفكروا فيها	1	0
#برنامجي_المفضل #3 #أوسكار	0	1
RT @saadhariri: ٢- يد ايران وحزب الله في تدمير مدن سوريا وفي دماء اكثر من ربع مليون سوري، لن يغطيها الصراخ.  وأصوات أطفال حلب ستظل تقض مضاج…	0	0
زعيم شعب البيادة 50% فى الثانوية وزعيم الشعب الحر دكتوراة من اكبر جامعات العالم	1	0
مع اعلام خالتى فرنسا يؤكدون ان فيديو سيسي المسرب مفبرك ثم يؤكدون (هم بشحمهم ولحمهم) ملاحقة من سرب الفيديو	1	0
للاسف يا ابطال #حلب الضرب في الميت حرام فهاهي #فلسطين اصبحت منسيه #حلب_تباد_بسكوت_العرب https://t.co/vNIJ6XhOlb	0	0
مساكين اللي ماعرفو الكيبوب فاتتهم فخامه ، خلوكم ع ون دايركشن و جستن بيبر 💔😂.	0	0
"""#SNL_بالعربي"" يقدم عرض ساخر يجمع #لميس_الحديدي و #عمرو_أديب على الهواء في برنامج واحدhttps://t.co/H5pODgUcbY"	0	0
RT @dotemirates: أسهم #تويتر تنخفض 20% بعد تراجع #غوغل و #ديزني عن الرغبة في شرائهhttps://t.co/1JXvKQ8cCI	0	0
ضبط حشيش مع #لاجئين سوريين بالمفرق #شاهد التفاصيل من هنا:	0	0
جووووووووول #زمااااااااالك #دومينيك	0	1
الحمد لله حققنا مستهدف حملة ال21 يوم لمحو الأمية شكرا لشباب صناع الحياة و لكل شركاء الحملة يا رب أعنا على	0	1
RT @heekmh: قيل لأعرابي : أتحسن أن تدعو ربك ؟فقال : نعم ، قيل : فادع، ،فقال :اللهم أعطيتنا الإسلام من غير أن نسألك ،فلا تحرمنا الجنة ونح…	0	1
في عامها الـ٨١ تلك السيدة العظيمة ذات الصوت الملائكي، التي هي من روح الشعب خمرٌ وياسمين.. لـ«#فيروز» من قلبي سلامٌ… https://t.co/lw4dfKUkul	0	1
Happy birthday  peter 🎂🎂🎂🎂🎂ليش المسلسل أخد أصداء سلبية خاصة على أداء الفنان رامي عياش مقارنة بتمثيل حضرتك؟  #AskFaresBeik@petersemaan	1	0
@nourat_ أنا أتوقع ترامب وودي يكون ترامب خلاص ماعاد لأمريكا أي هيبة في ظل حكم أوباما او الحزب الديمقراطي محتاجين نشوف أكشن جديد 🙃😂	0	0
بيان الجيش واضح ولا مجال للحديث عن انقلاب عسكري إلا من كذابي الإخوانمرسي استهان بشعبه وقرر أن يكون رئيسا لعشيرته فقط فأسقطه الشعب	0	0
@Sw6PQNJ1lidhlUR 😂😂😂😂😂😂ماشي شي جديد غوتشي غوتشي	0	1
عمره مقبوله يا حج  #أحمد_شفيق	0	1
RT @yousif_alfadli: الكويتيين امس يدورون بوكيمون اليوم كلهم سياسيين ماشاءلله	1	0
الوزير #كيري: لا يمكن لاقتصاد أو لدولة أن تتقدم، إذا كان نصف شعبها مهمش. حينما تشارك المرأة في مجتمعها يكون أكثر اس… https://t.co/CwNCRmdwfZ	0	1
@Alito_NBA ياخي وقح	1	0
#day #to #remember #christmas #spirit @otvlebanon اليوم حسيت بمعنى العيد الحقيقي و غنيت بكل حب و بكل فخر واعتزاز... https://t.co/ydI3oC27cC	0	1
غوتشي فلورا الأسود فخم  💕💕💕💕 https://t.co/PPbGl9BVgF	0	1
#محمد_مرسي بميدان #رابعة_العدوية وقت الحملة الإنتخابية هل يستطيع السيسي أن يخرج من مخبأه لترويج لحملته؟ #غرد_بصور …	0	0
@nsd43620الاعلام الغربي تسلط علينا منهم من هو متعاطف ومنهم من يستغل الوضع للتشويهلكن ارجع واقوللو اعطيتها حقها سوف يخرسونوانتهىفهمت اخي	0	0
وش دونالد ترامب من الآخر شكله عامل زي وش إبراهيم الأبيض في أول مشهد خناقة في الفيلم... انا فعلا مش عارف هيحصل ايه بجد...	1	0
ﻭﻓﺄﻯ ﻣﻜﺎﻥ ﻭ ﻓﺄﻯ ﺯﻣﺎﻥ ﺑﻘﻮﻟﻬﺎ ﻟﻴﻚ ﻭ ﺑﺎﻋﻠﻰ ﺻﻮﺕ ﻏﻴﺮﻙ ﻣﻠﻴﺶ ﻋﺸﺎﻥ ﺍﻋﻴﺶ #ﺍﻻﻫﻠﻰ فى قلبى ﻟﺤﺪ ما #أموووووت	0	1
#بنغازي ياريتني متت ياريتني كنت معاهمياريت نتوسد قبرينفتك من الحياة بدري بدري ياريت في #التفجير  اطرطشن  اشلائي وانتهى التفكير 1/2	0	0
وصل الإفلاس بالإخوان إلى حد فبركة تصريحات على لسان المفكر الأمريكي ناعوم تشومسكي تبرر تخبط قرارات رئيسهم لكنهم إتفضحوا فضيحة المتطاهر	1	0
RT @aml_mostafaaa: ضيوف الابراشي السنه والشيعه الاتنين عار علي الاسلام منتهي الكره لبعض واصوات عاليه وهمجيه الست اتصلت الشيخ كان بيشرشح لها…	1	0
رحم الله الحاضر الغائب أيقونة النضال الفلسطينى محمود درويش ، تحية ودعاء فى ذكراه	0	1
بالمناسبة , صدفة بحتة ان يتم التفجير المزعوم بعد دقائق من وصول وفد امريكي من الكونجرس لبحث الاوضاع في #مصر …	0	0
اصلن هني غايرانين من ريكي مارتن خطب سوري وهني عنسوا #طقو_موتو #لن_يتزوجك	0	0
RT @yz26FtZNIY2MNVH: الداعشي أوردوگان # قادمون لنسحق رأسك كما سحقنا رأس داعش وآل سعود والأرض تشهد للرجال  وليس عن طريق # سكايب # https://t.…	1	0
نحن نمر بأحداث بعضها يدعو للجنون جهادك الحقيقي أن تحتفظ بقلب مشتعل و عقل بارد	0	0
احمد شفيق مقدمة ضده 35 بلاغا إهدار مال عام وفساد منذ عام وقد حماه العسكر من التحقيق هل رأيتم مرشح للرئاسة متهم بهذا العدد من الجرائم	1	0
@tf_77x يمدحون غوغل يقولون مايخش شي	0	1
سيسقط سيسي عندم يدرك العبد ان لايوجد شئ يخاف ان يخسرهسيضحي بحياته ليس للنجاه لكن لكي يسقط مسببالكارثه معه في القاعسينسي معناته ويتلذذ بذلك	0	0
أثق في رؤيةأحمد سعيد وأعلم التزامه بمبادئه وأنا معجب بتصريحه أن الحزب يستطيع أن يكون حزب الأغلبيةوأتمنى فوزه في الانتخابات لتحقيق تلك الرؤية	0	1
RT @71sh: اللهم تقبل منا صيامنا وخالص دعائنا وأجعلنا من عبادك الصالحين .#اليوم_الثلاثاء #يوم_عاشوراء #العراق https://t.co/iRDi3fuNv8	0	1
كلما كرر حزب النور افعاله الوضيعة كلما تذكرت الفعلة الحقيرة لممثلهم البرلمانى البلكيمى	0	0
ذو العقل يشقى في النعيم بعقلة و أخو الجهالة في الشقاوة ينعم #أروع_أبيات_الشعر_العربي	0	0
RT @FCBW_A7: إيمري كولاك (ديبورتيفو) : أردا توران مثل أخي و هو قدوة بالنسبة لي ، ميسي الأفضل و انا مُعجب به كثيراً	0	1
"بحاول من يومين احجز عن طريق الويب سايت بتاعكم وفيه مشكلة تقنية ""كالعادة"" @EGYPTAIR"	0	0
@Lionel__FCB ياخي ترا نفس سالفة ميسي مع ذا المنتخب ، وش ذنب المدرب إذا اللاعبين زلايب ؟؟؟!!	1	0
@hshzjwbzjqjsbz1 @km22next @ahmedlahou @iSomali_s @mrfahad555 يابن الحلال افتح اليوتيوب وانظر اليهم دينهم والله ماهو دين الاسلام	0	0
مرشحان أفضلهما سيئ!: سالم مشكور /خرجت مرشحة الرئاسة الاميركية هيلاري كلنتون متفوقة على منافسها دونالد ترامب ... https://t.co/AHZri1fC7f	1	0
هدى عبد الناصر تدعو الى انتخاب احمد شفيق في مقال بالأهرام يا دكتورة هدى الا ترين الدماء على يد مرشحك ما ابعدك عن مباديء أبيك يا خسارة	1	0
@7aba7ob هل انتشار او حتى وجود من يحمل قيم اليمين العنصري المتطرف شي جيد بالمجتمع؟ لا اعتقد.	0	0
فى حكم مرسي حظت مصر باحترام عالمى فى الانقلاب تحول العالم لعزلتها اعلامنا:مرسي اساء لمكانة مصر	0	0
@MuhammadRaine @SwordofBlossom آندي بيرساك مشهور بس مو مطبل نفس جستن بيبر والطقة ذيك	0	0
اطهر رئيس وزراء فى تاريخنا التحفظ على اموال هشام قنديل دون اى تهمة بكره تشوفو مصر	1	0
#حاجة_تستاهل_الحمد كل حاجه ف حياتنا اكيد !!!	0	1
@malak_alhusaini تكفين ملاك فرحيني من زمان اتابع سناباتك ولا كتب ربي انو افوز ب ايفون 7 ففرحيني من اي شي عندك الله يسعدك يارب ام سفانا ☹️💜	0	1
88 أعترض على الطريقة والمضمون والتوقيت لا يجوز إصدار مبادئ دستورية ملزمة بدون استفتاء الشعب أصلاً	0	0
أجور العمال في شركات الأسمنت أقل من تكلفة ورق شكائر الأسمنت #أوقفوا_الفحم	1	0
انظروا هذا الصحافي براد هوف و جشوا يقول : يجب على الاعلام  الغربي ان يركز على على هذه الخمارة للشاذين في دمشق ليرى… https://t.co/GNCQxYKPU1	0	0
للمرة الأولى ميريام فارس تنشر فيديو لطفلها جايدن وتنهال عليها التعليقات...وشاهد زوجها الوسيم وصور زفافها... https://t.co/A110FgzmeU	0	1
الهيئه الخيرية الاسلاميه :مرزوق علي الغانم يتكفل بنقل عشرات الالاف من النازحين السوريين من حلب الى المناطق الامنه مع توفير كل احتياجاتهم ،.	0	1
": #تركيا كبير القضاة يتهم #أردوغان بـ ""فساد الضمير"" ويتعهد صون كرامة الأتراك وحرياتهم "	0	0
في الذكرى العاشرة لاستشهاد النائب والصحافي جبران تويني #الحريري : نفتقد الجرأة في القول والكلمة القاطعة بحد الصدق”… https://t.co/6ewJICG8Aj	0	0
وأرى جمالكِ فوق كل جميلةٍوجمال وجهكِ يخطفُ الأبصارَا .❤@nadinenjeim #نادين_نسيب_نجيم https://t.co/RsMtPg2WCs	0	1
#مصر | #التحرير | فيديو.. ارتباك بشار الأسد من سؤال مذيع دنماركي: أنت سبب دمار سوريا لماذا لا ترحل؟! https://t.co/kE7hF5xo2s #جبهة_شعب_مصر	0	0
@Alitti_Aljadeed   قد يكون اغلبهم من السوريين النازحين 💔 ماينلامون اهلهم يموتون جعل الموت لبشار واعوانه	0	0
مرة جماعة اتبهدلت من عبد الناصر جم عملوا إيه بالظبط #تاتاراراتتت	1	0
مساء النور حبيب القلب #رامي_عياش  #أمير_الليل @RamyAyach	0	1
"RT @TMZinArabic: هيلاري كلينتون: ""من الجيد أن شخص بمزاج دونالد ترامب ليس مسؤولاً عن القانون في بلدنا.""ترامب: ""لأنك سوف تكونين في السجن."" h…"	1	0
لك منا كل احترام وتقدير يا اخلص وانظف وانقي رئيس وزراء في مصردهشام قنديل #اعتذروا_لهشام_قنديل #مرسي_رئيسي #انتخبوا_العرص #انصاف_الاخوان	1	1
قرارات مرسي إهانة للذات الشعبية والقضائية من اجل الذات الإخوانية	0	0
@malak_alhusaini  يارب يكون لي نصيب معك ايفون يا ملاك والله حلم حلم الله يسعدك	0	1
@alexi0i لذلك أقول لك ما يثار في الاعلام الغربي من تهويل وتضخيم له مقاصد لتحريك الرأي العام .. المواقف الحقيقية لا تصل للصحف ابدا	0	0
عندما يحكم الخروفالحالة العصبية البائسة لبعض أنصار مرسي جعلتهم يحتجون على المقال قبل أن يكملوا قراءته للآخر	1	0
من الفضاوه والملل ناطرين مناظره هيلاري كلنتون مع ديشامب. ماكوووو شغل	1	0
حملت جستن بيبر كي اشعر بالسعاده😭😭😭😭😂😂 https://t.co/e6b2TNcpsT	0	1
#الأمم_المتحدة بصمتهاالمخزي تعتبر شريك مباشر لمجازر العدوان السعودي الأمريكي #Airstrikes_Bomb_Yemen_Funeral https://t.co/tfgPr22Pe5	1	0
